article_author,article_title,index_link,article_dt,article_text,article_IP,article_ncomments
IsaacNewton (IsaacNewton),[討論] 綠粉攻擊柯粉長相不怕掉票嗎？,https://www.ptt.cc/bbs/HatePolitics/M.1689539439.A.F9F.html,Mon Jul 17 04:30:37 2023,認真講柯粉長相也就是一般宅男，穿T恤戴眼鏡也沒說醜到哪裡，就普通人，體脂高了點而已而且看了一下照片，也不是全部都肥宅也是有幾個柯粉長的蠻有型的台灣人長相好看的本來就不多亞洲人在外國人眼裡看起來都跟黃猴子差不多綠粉現在瘋狂攻擊柯粉長相那綠粉是覺得自己長得多好看嗎？至少柯粉還是年輕人，皮膚沒有什麼皺紋那些深綠老人是能長得比柯粉好看多少？全台灣大概80%的人都長得不好看台灣有超過50%的人有肥胖問題綠粉這樣攻擊柯粉長相不怕掉票嗎？--原來綠粉這麼有自信賴清德35%支持者都長得很好看全部年齡層下去看長得好看的不多吧台灣高齡化社會，年紀大是能好看到哪？綠粉說柯粉仇女，沒女性票這樣看來綠粉不是也仇男,114.32.12.61 (臺灣),44
thepstar (白金金),Re: [新聞] 716遊行幾乎都男人！ 外國記者直言「非常,https://www.ptt.cc/bbs/HatePolitics/M.1689539485.A.8D7.html,Mon Jul 17 04:31:23 2023,白癡綠霉我就不回覆了問個問題就能變報導 真有深度這是在冷氣房裡深思寫出來的稿嗎？我的目的不是想咬回去畢竟用性別來分離對立很奇怪有錢人不能支持公平正義司法改革？女生不能在家裡上網追活動？綠霉怎麼老愛搞中共那套在敵人內部安排間諜搜集情報 製造分化對立 然後各個擊破每次總統大選都助攻幫芒果乾行銷？有分紅膩？說回正題我是來幫網友跟我自己問問題的加上畫面中的兩位網友三個人可以提議了吧認真的女生最美這麼熱還到現場所以有人知道答案嗎？有掛嗎？不要跟我說學姊學姊很有知性美又可愛 但是這次沒露奶ok?ps我只是小咖群眾請國家機器放過我我承認小時候忍不住有給樹木花草蔥澆水看到漂亮妹妹穿很清涼有多看好幾秒沒有性騷的意圖我認錯以後會少看幾秒這次給我個名字傳送門還是照片就好-----Sent from JPTT on my iPhone--,174.242.70.7 (美國),28
zeuswell (幫我想個有梗的暱稱),[公告] ota978 暫行板規 35天,https://www.ptt.cc/bbs/HatePolitics/M.1689540248.A.582.html,Mon Jul 17 04:44:05 2023,-------------------------------------------------------------------------------ota9781.多篇文章下，8小時內重複、無意義、相同/相似之推噓文達5次以上或多篇不正常推噓文達2次（5篇），違規一次水桶35天。板主得主動處置且依情況將文章推薦值歸零。(板主處理板務可不列入)2F→ota978:  惡名昭彰118.160.99.44 07/17 00:324F推ota978:  惡名昭彰118.160.99.44 07/17 00:316F→ota978:  惡名昭彰118.160.99.44 07/16 23:341F→ota978:  惡名昭彰118.160.99.44 07/16 23:3410F→ota978:  惡名昭彰118.160.99.44 07/16 23:33　本案經由巡查，依照板規水桶 水桶  35  天--------------------------------------------------------------------------------,111.254.111.195 (臺灣),4
fatdoghusky (胖胖哈士奇),Re: [討論] 關於王婉諭噴柯文哲的社子島開發計畫,https://www.ptt.cc/bbs/HatePolitics/M.1689540697.A.25A.html,Mon Jul 17 04:51:35 2023,王婉諭拿社子島比擬苗栗大埔根本腦子有洞兩者在最基礎的訴求就有絕對性差異：社子島想開發 vs 苗栗大埔不想開發從頭到尾社子島全區大部分都是想要開發的，反對區域徵收的人提出方案都是開放禁建原地合法，這就是跟苗栗大埔最大的差別再者社子島有泛洪區禁建的時代問題原本被限制在低開發區域，因為治水有成要轉成一般開發區域帶來的人口移入都需要配套的公共設施，沒有這些公共設施居民生活也是不便甚至危險你會想住在一個沒警察沒學校甚至沒消防隊或馬路不夠寬消防車進不來的地方嗎?這些公共設施不可能從天上掉下來，當然是由政府出面徵收土地興建而成今天時代力量控訴區域徵收不公平，那改成一般徵收難道就公平了?馬路需要拓寬所以只徵收馬路兩邊地主，然後非緊鄰馬路的地主就可以享受馬路拓寬的好處房價upup這樣~? 警察局消防隊汙水處理廠等就是看誰倒楣被選址選到這樣搞別到最後被徵收的大概率還是那些無權無勢的小老百姓，真以為王婉諭他們控訴的土地掮客會倒楣買到那些要被徵收過去的土地，有權有勢的人都可以在豪宅內招待交通署的人飲酒作樂討論高鐵選址，這種權力勾結在一般徵收會更嚴重好嗎取消區段徵收換成一般徵收這遊戲規則對小老百姓更不利他們沒想過嗎~? 白癡的要死不然社子島反對區段徵收的人整裡個名單，徵收土地優先從這個名單上選並且這些人還只能接收法律規定之徵收補助不額外爭取優惠條件反正一般徵收對他們來說是很公平的規則，那麼徵到他們頭上應該是平安喜樂開心接受吧--,118.167.208.250 (臺灣),19
amanda815625 (櫻井麗子),[討論] 馬英九當時如果硬起來對付太陽花會怎樣？,https://www.ptt.cc/bbs/HatePolitics/M.1689540715.A.B52.html,Mon Jul 17 04:51:53 2023,如題太陽花、服貿最近又有被討論716大遊行又讓人聯想到過去的遊行9年前，2014年，太陽花事件爆發，學生團體佔領立法院，甚至一度短暫入侵行政院，之後在凱達格蘭大道舉辦遊行；使得馬政府已經跟中共達成的服貿協議卡關，沒有通過太陽花遊行的人數比起今年716的人數感覺多了不少剛才看Dcard討論（那邊比較藍、白）有些人很惋惜馬英九覺得馬英九做得好好的只是被太陽花搞爛還有人覺得馬英九當時應該硬起來也就是更強硬的對待強示威者想知道如果馬英九對太陽花更強硬會怎麼樣呢？--,111.241.167.13 (臺灣),49
zeuswell (幫我想個有梗的暱稱),[公告] Kbhuang 暫行板規 70天,https://www.ptt.cc/bbs/HatePolitics/M.1689540974.A.8CC.html,Mon Jul 17 04:56:12 2023,-------------------------------------------------------------------------------Kbhuang1.多篇文章下，8小時內重複、無意義、相同/相似之推噓文達5次以上或多篇不正常推噓文達2次（5篇），違規一次水桶35天。板主得主動處置且依情況將文章推薦值歸零。(板主處理板務可不列入)22F→Kbhuang:  07/17 00:5197F推Kbhuang:  07/16 23:1128F→Kbhuang:  07/16 20:2686F→Kbhuang:  07/16 19:298F推Kbhuang:  07/16 18:53　本案經由巡查舉，依照板規水桶一次相關前科本次702/28 Rrrxddd      □ [公告] 慘無人道 凡走過必留下痕跡 Kbhuang 2-14 水桶  70  天--------------------------------------------------------------------------------,111.254.111.195 (臺灣),2
Subaru5566 (愛上速霸路),Re: [討論] 黃國昌 最大輸家 無誤,https://www.ptt.cc/bbs/HatePolitics/M.1689541943.A.8C8.html,Mon Jul 17 05:12:21 2023,這真是史上最快自打臉。黃國昌才在說，政治人物該跟黑道人物劃清界線，否則該退出政壇。然後記者就很快的問:「那會希望柯文哲和這些領域(黑道)的人劃清界線嗎?」然後....只能說黃國昌真把當初在太陽花，拿到的一手好牌，現在一點一滴的敗光，實在晚節不保--公眾人物受檢驗是說怕熱就不要進廚房，怪我咧柯文哲辦公室起用涉貪人士　民眾黨內質疑：真心選總統？是說柯布林應該不知道，貴競選辨公室，社會力部主任陳亞麟，現在還在被起訴中，涉嫌收從廠商收回扣，兼賣清潔隊員的職缺。,221.163.230.184 (韓國),16
win8719 (win8719),Re: [討論] 綠粉攻擊柯粉長相不怕掉票嗎？,https://www.ptt.cc/bbs/HatePolitics/M.1689542068.A.D5A.html,Mon Jul 17 05:14:26 2023,話說是不是信神信到都狂了阿玄天上帝無敵的狀態阿好幾個信徒都發過文說攻擊信徒會掉票阿像現在長相問題啊之前的4%問題啊還想去搞成文字獄信徒是不是覺得自己是台灣的決策者阿被攻擊對手都會自動掉票阿信徒在攻擊塔綠斑的時候都不擔心了好像只有信徒被攻擊對手就會神奇掉票一樣了然後信徒攻擊別人就會長票一樣ㄏ--,114.44.39.53 (臺灣),15
larusa (最愛小熊寶貝),[討論] 關於王婉諭噴柯文哲的社子島開發計畫,https://www.ptt.cc/bbs/HatePolitics/M.1689532148.A.0FF.html,Mon Jul 17 02:29:06 2023,去年的新聞台北市社子島開發案爭議許久，，北市地政局長張治祥坦言，因區段徵收及抵價地比例內政部還在審議中，「今年不可能公告區段徵收，市長也知道做不到」，但北市議會已通過明年度600億徵收預算，就算下任市長換人，會有局部微調，仍樂觀評估社子島開發案將持續進行實質作業。======讓時代力量存在的幾個社會運動土壤  大埔張藥房強拆事件算是一件所以時代力量在政黨基本主張就有寫要修正土地徵收條例  廢除區段徵收這件事邱顯智跟陳椒華都一直有在追第十屆也早早就將法案送去委員會  只是召委都不排審倒是黃國昌已經不太在意時代力量的主張了我有點好奇  因為之前打林為洲跟鄭宏輝炒地  黃國昌是有份的用土地重劃搞錢的手法一直都是很惡劣的在掠奪人民財產結果這次講居住正義  竟然略過不提要修正區段徵收結果還是被王婉諭拿出來打柯文哲在社子島開發決策的土地不正義也因為王婉諭其實沒有跑題  這題柯文哲算是硬瘦了一記悶棍--,1.160.101.201 (臺灣),13
Romeo5566 (羅密歐),[討論] 郭總統 柯院長 黃法務部長 我放心。?,https://www.ptt.cc/bbs/HatePolitics/M.1689532213.A.086.html,Mon Jul 17 02:30:10 2023,GOOD TIMING 產值上兆男人  國家也她媽上兆的是給他HANDLE 手不會抖柯C傅 就苦命點 最累的行政院長給你幹 給我一天工作15小時 謝謝黃法務部長 唯一任務就是 天翻地覆的掃黑另外  派一個體委會的能手  把全台灣體育協會 全砍了對了 外役監根本不用修法  直接她媽廢掉外役監制度 懂嗎 ?然後 腦補出 特別預防理論的人是砸碎嗎??--也可以掃,101.12.96.173 (臺灣),2
jeanvanjohn (尚市長),Re: [討論] 關於王婉諭噴柯文哲的社子島開發計畫,https://www.ptt.cc/bbs/HatePolitics/M.1689532249.A.30E.html,Mon Jul 17 02:30:47 2023,"還好意思提張藥房啊?我講多少次了，坤輿事件不曉得是哪個黨跟殺人兇手一起呼口號的?我問徐世榮說他對不對得起大埔阿嬤，他就惱羞把我封鎖了。真的很厚臉皮，好意思提張藥房耶!!!!!--""你要學會忍耐，哪怕周圍所有的人都不在了，只剩下你自己，你也要堅持到最後。""--<<祚明>>--強辯，再強辯啊!無恥。就無恥啊，你要怎樣?是膠滑跟宋國頂無恥，不是我.附和殺人兇手的人超無恥的，不過我們都知道你是狂時粉，時代力量餵屎都吃的.我不需要狂時粉的憐憫啊.盲信盲從，沒有是非正義與善惡，就是你這種人.就狂時粉又出來亂吠了啊.是他自己要跟兇手一起呼口號的，有人還無恥的替這種行為開脫.新聞影片都拍出來了還可以強辯，太噁心了.本來就是。我只對付無恥的人，比方說李茂生、朱宥勳，還有徐世榮這些混蛋.影片都拍出來了喔，鐵證如山.我只是在是非善惡很執著而已.還在強辯，真的很丟臉耶.",111.184.45.128 (臺灣),39
ohohohya (安安你好我草泥馬),[討論] 阿北今天要嘴砲什麼轉移焦點,https://www.ptt.cc/bbs/HatePolitics/M.1689532301.A.C08.html,Mon Jul 17 02:31:39 2023,7/16魯蛇遊行 超 絕 大 失 敗暴怒的阿北還是要顧自己聲浪千萬要轉移焦點讓大失敗遊行議題不要繼續延燒那麼問題來了阿北要嘴什麼議題來轉移焦點呢對賴清德人身攻擊？唬爛歐美日的誰誰誰跟他講台灣不可能怎怎？服貿？吃屎？----Sent from  on my iPhone 12--,1.162.89.150 (臺灣),23
a000000000 (比古A十郎),Re: [討論] 感覺阿北被設計 太早亮出陸戰底牌,https://www.ptt.cc/bbs/HatePolitics/M.1689532407.A.BA1.html,Mon Jul 17 02:33:25 2023,阿我美國阿爸人喇我說R柯糞真的不用再幻想惹尼阿北死忠派就這點實力真正的問題喔不4尼柯糞怎摸看阿北而是果凍跟侯豬怎摸看阿北阿北之前說塔綠班=秦失其鹿  天下共逐之尼阿北也是果凍侯豬共逐之惹尼阿北就這點實力未來沒人會信阿北的民調惹簡單講不管撒咖系咖果凍跟侯都不會甘願當棄保被棄的那邊大家都要死戰到底惹連阿北想去地方挖藍牆腳人家也沒興趣給尼挖惹我4覺得阿北大概最後一搏94等跟果凍翻臉的時候直接巴巴羅薩大進攻北果大戰爭沒意外應該就網路上喇比凱道輕鬆多惹到時尼各位柯糞別再讓大家失望惹拜託加油好嗎阿不過加油之後也是吃屎94惹哀看716的天氣柯糞吃屎=天意--,76.132.63.174 (美國),55
DANANPA (≧<>≦),Re: [黑特] 操你媽的柯粉,https://www.ptt.cc/bbs/HatePolitics/M.1689532853.A.674.html,Mon Jul 17 02:40:51 2023,先說我一直是英昌粉，可以去估狗我過去的文不管黃國昌怎麼監督DPP政府我都非常支持我就是欣賞黃國昌抗中保台，又能不顧小綠身份強力監督DPP政府但黃國昌一直對於柯與黑道關係避重就輕讓我非常失望若柯只是像基進黨、新黨那樣甘願當大黨的附隨組織也就算了但柯是要挑戰總統大位的人憑什麼不是用執政黨的標準來檢驗他？為了要把DPP的黑道拉下台所以換一個也和黑道關係好的人上台這不是很奇怪嗎？公平正義不該只侷限在執政黨吧！隨時做好執政準備的在野黨也該有同樣的標準才是再說對中共嫉惡如仇的黃國昌對於柯P支持服貿也是輕描淡寫輕輕帶過可以全心全力意地監督同為抗中的民進黨但對舔共的柯P卻一句批評也沒有這讓反共的我要如何繼續支持你？--所以我支持黃國昌監督DPP政府啊如果柯當選，難道身為執政黨的TMD就沒黑道問題嗎？想要挑戰執政權的在野黨本來就要跟執政黨有同樣的檢驗標準不然允許在野黨有比執政黨更低的標準，那我投在野黨幹嘛？這樣我就能理解KMTMD為什麼會跑去舔共了只是我對黃國昌比較失望，以為他不是為反而反的人,61.227.47.211 (臺灣),21
